acct_id,dsply_nm,type,acct_stat,acct_rptng_crncy,prior_sar_count,branch_id,open_dt,close_dt,initial_deposit,tx_behavior_id,bank_id,first_name,last_name,street_addr,city,state,country,zip,gender,birth_date,ssn,lon,lat
283,C_283,I,A,USD,false,1,0,1000000,88885.71,,bank,Lauren,Frederick,2152 Davis Station Apt. 501,Larryview,ND,US,23312,Female,1935-06-23,403-61-9126,-169.317949,-17.6558115
284,C_284,I,A,USD,false,1,0,1000000,72699.13,,bank,Jeff,Evans,145 Roberts Common Suite 347,East Lindseyville,PW,US,44449,Male,1912-08-04,106-13-5050,71.590051,-7.519813
285,C_285,I,A,USD,false,1,0,1000000,70792.84,,bank,Danielle,Harrington,5466 Ray Orchard Suite 327,Dennisshire,AR,US,17435,Female,1945-07-23,284-14-5191,-120.136376,-88.849714
286,C_286,I,A,USD,false,1,0,1000000,60165.65,,bank,Michele,Hall,580 Morrison Oval,Mosleyburgh,IN,US,90225,Female,1949-12-19,185-05-0859,-179.382567,-37.536612
287,C_287,I,A,USD,false,1,0,1000000,72014.73,,bank,Jonathan,Benson,1438 Baldwin Roads,Moorebury,VI,US,92737,Male,1986-06-01,171-59-6303,-71.860094,-75.5957075
288,C_288,I,A,USD,false,1,0,1000000,66011.77,,bank,Jenny,Butler,726 Gerald View Apt. 592,Huangstad,OK,US,81293,Female,1935-05-21,415-53-9587,43.833570,44.395862
289,C_289,I,A,USD,false,1,0,1000000,77979.05,,bank,Mitchell,Hodges,710 Fox Islands,Kimberlymouth,ME,US,83584,Male,1945-09-19,781-74-8687,-141.720641,-73.604441
290,C_290,I,A,USD,false,1,0,1000000,92805.30,,bank,Carlos,Ayala,43119 Austin Mews Suite 189,North Jillbury,NM,US,56196,Male,2008-08-15,624-45-1254,-68.866751,-28.5294575
291,C_291,I,A,USD,false,1,0,1000000,51959.19,,bank,Mary,Brown,387 Stephen Landing,East Daniel,SC,US,66572,Female,1962-01-31,223-56-7431,135.469021,-56.1839565
292,C_292,I,A,USD,false,1,0,1000000,87244.18,,bank,Todd,Joseph,80838 Johnson Curve Apt. 813,South Nathan,UT,US,54125,Male,1926-11-01,731-30-7712,149.605508,20.2031385
293,C_293,I,A,USD,false,1,0,1000000,73428.34,,bank,Sydney,Sullivan,446 Allen Way,Lake James,NJ,US,82686,Female,1945-08-11,770-27-2763,-157.625688,-4.637092
294,C_294,I,A,USD,false,1,0,1000000,86172.18,,bank,Carl,White,3720 Anna Fords,Stevenchester,AS,US,69833,Male,1999-02-01,494-68-2359,-168.863188,70.619986
295,C_295,I,A,USD,true,1,0,1000000,92707.76,,bank,John,Sawyer,39637 Kimberly Pine,West Stevenmouth,ME,US,07616,Male,1925-09-28,710-79-5780,64.975314,-2.1750735
296,C_296,I,A,USD,false,1,0,1000000,78778.08,,bank,Cheryl,Myers,90164 Darrell Freeway,Laurenside,ID,US,72261,Female,1916-11-24,497-63-0282,55.354693,-37.063525
297,C_297,I,A,USD,false,1,0,1000000,67065.05,,bank,Jon,Davis,9821 Avila Lock,Thompsonton,UT,US,13449,Male,1935-02-27,402-42-4495,-150.355515,72.9375135
298,C_298,I,A,USD,false,1,0,1000000,92730.84,,bank,David,Rojas,851 Wise Brooks Suite 006,Adamshire,NY,US,24857,Male,1932-06-30,521-77-2704,-32.254028,27.7131885
299,C_299,I,A,USD,false,1,0,1000000,90196.53,,bank,Michael,Williams,42132 Joseph Mountains,Debraberg,LA,US,46457,Male,1909-10-14,264-24-9409,-160.165616,27.702233
300,C_300,I,A,USD,false,1,0,1000000,94758.12,,bank,Seth,Williams,164 Morales Lane Suite 538,Ebonyfort,AZ,US,94809,Male,1945-03-06,887-46-2563,154.690999,66.2564115
301,C_301,I,A,USD,false,1,0,1000000,86021.85,,bank,Jacob,Cooper,3028 Thompson Vista Suite 494,Lake Sarastad,MH,US,74416,Male,1977-11-07,724-42-9847,-60.320230,46.1237985
302,C_302,I,A,USD,false,1,0,1000000,78505.55,,bank,Jamie,Flores,258 Cindy Key,Port Lisa,NY,US,71443,Female,1997-08-21,447-52-4796,-54.668825,83.7275715
303,C_303,I,A,USD,false,1,0,1000000,91437.39,,bank,Joshua,Peterson,1572 Gardner Corner,Jasonville,RI,US,43139,Male,1907-05-03,158-47-7881,-125.168503,70.464460
304,C_304,I,A,USD,false,1,0,1000000,79703.98,,bank,Timothy,Washington,0095 Camacho Burgs,New Paulmouth,MN,US,88432,Male,1924-07-03,395-04-3567,-57.760672,23.465055
305,C_305,I,A,USD,false,1,0,1000000,72336.95,,bank,Jacob,Miller,41526 Daniel Cove,Port James,LA,US,70663,Male,1941-03-25,674-87-4495,-75.020124,44.315961
306,C_306,I,A,USD,false,1,0,1000000,85091.07,,bank,Mariah,Bowers,97319 Holloway Alley,Elizabethborough,PW,US,70515,Female,1970-12-07,800-96-8630,5.436624,73.609489
307,C_307,I,A,USD,false,1,0,1000000,99972.50,,bank,Parker,Smith,2958 Tyler Fords,Coxchester,IN,US,23522,Male,1995-08-16,502-34-0664,-141.717187,71.2817905
308,C_308,I,A,USD,false,1,0,1000000,60781.71,,bank,Kyle,Wilcox,8769 Deleon Flats,West Paulview,NY,US,69626,Male,1952-01-05,154-16-5847,-130.974692,-17.416993
309,C_309,I,A,USD,false,1,0,1000000,96019.96,,bank,Michael,Hines,887 Todd Curve,Olsonstad,MN,US,80418,Male,2002-07-29,034-27-2694,-144.854512,-5.617836
310,C_310,I,A,USD,false,1,0,1000000,93529.07,,bank,Leonard,Flores,860 Thomas Greens Apt. 927,New Jillbury,TN,US,84295,Male,1986-03-18,534-78-7284,102.781699,-60.874544
311,C_311,I,A,USD,false,1,0,1000000,51828.77,,bank,Ashley,Mccoy,5795 Bryant Walk Apt. 777,Port Jason,AR,US,92836,Female,2003-01-29,643-45-2101,128.710146,48.4367725
312,C_312,I,A,USD,false,1,0,1000000,54189.90,,bank,David,Williams,38672 Tonya Pines Suite 481,South Joshuaton,PR,US,94556,Male,1981-08-14,854-61-7895,131.245476,52.3162155
313,C_313,I,A,USD,false,1,0,1000000,83365.97,,bank,Brandon,Duran,8490 Christopher Field Apt. 458,New Richard,WI,US,67790,Male,1909-01-16,185-40-6590,74.822620,-73.8648345
314,C_314,I,A,USD,false,1,0,1000000,75033.94,,bank,Malik,Jackson,142 Joyce Square Suite 775,East Paige,VI,US,42227,Male,1962-07-29,761-49-5465,-4.609621,55.709018
315,C_315,I,A,USD,false,1,0,1000000,59175.81,,bank,Rita,Carter,1463 Stacey Pike,Walkertown,NJ,US,01669,Female,2017-11-11,001-08-9831,-50.845514,48.186706
316,C_316,I,A,USD,false,1,0,1000000,93187.82,,bank,David,Smith,89402 Laura Well Suite 194,West Kristen,IL,US,84934,Male,1981-07-08,349-55-6513,26.524991,34.239704
317,C_317,I,A,USD,false,1,0,1000000,50017.22,,bank,Aaron,Jenkins,4151 Crosby Pines,Escobarville,TN,US,82342,Male,1994-08-23,841-52-5656,-162.084102,-74.5604195
318,C_318,I,A,USD,false,1,0,1000000,53873.81,,bank,Amanda,Ellis,2749 Delgado Island,Denisestad,AR,US,65261,Female,1966-01-02,275-48-3188,-176.202874,10.1319885
319,C_319,I,A,USD,false,1,0,1000000,78127.60,,bank,Gregory,Lawson,64206 Jensen Fall,Phillipsside,NJ,US,35577,Male,1958-05-29,616-77-9534,45.037456,-59.671878
320,C_320,I,A,USD,false,1,0,1000000,60671.73,,bank,Morgan,Mejia,37583 Theresa Terrace,Rubioville,MT,US,20141,Female,1950-05-27,132-06-9334,128.878469,44.6533555
321,C_321,I,A,USD,false,1,0,1000000,77894.36,,bank,Edward,Collier,0475 Jefferson Ridge Suite 816,Manningbury,PW,US,55040,Male,1985-03-07,607-62-6328,-1.897268,3.968640
322,C_322,I,A,USD,false,1,0,1000000,97815.08,,bank,Michael,Pennington,4972 Kurt Mount,West Darryl,OH,US,67701,Male,1912-10-13,566-77-3012,45.137088,80.0424635
323,C_323,I,A,USD,false,1,0,1000000,50897.18,,bank,Michelle,Roberts,950 Dalton Courts,North Amy,WV,US,51297,Female,1924-06-06,872-72-1625,5.847087,59.7466795
324,C_324,I,A,USD,false,1,0,1000000,55136.59,,bank,Edward,Osborne,862 Molina Brook,Johnland,DC,US,59755,Male,1957-02-16,042-54-0534,152.694669,-78.632316
325,C_325,I,A,USD,false,1,0,1000000,84953.08,,bank,Kim,Young,13866 Rodriguez Row,West Christopher,AR,US,24022,Female,1973-05-18,538-79-9876,-129.709452,25.972548
326,C_326,I,A,USD,false,1,0,1000000,89148.21,,bank,Kimberly,Brown,548 Wallace Port,Lake Karenland,NY,US,39091,Female,1913-08-24,381-24-1620,-47.379600,6.337281
327,C_327,I,A,USD,false,1,0,1000000,66437.14,,bank,Lori,Powell,8393 Davis Spring,North Coreymouth,SC,US,51664,Female,1953-11-08,368-81-0761,-109.156613,30.3549855
328,C_328,I,A,USD,true,1,0,1000000,56505.33,,bank,Sierra,Davis,65076 Michael Unions Suite 359,Lake Belindaside,UT,US,32786,Female,1931-07-02,427-57-3939,-18.301169,74.8362205
329,C_329,I,A,USD,false,1,0,1000000,67592.55,,bank,Carmen,Osborn,70020 Taylor Mews,Port Nicole,WV,US,27310,Female,1910-04-08,214-09-2526,108.841141,-88.7649315
330,C_330,I,A,USD,false,1,0,1000000,71887.90,,bank,Ryan,Short,907 Nelson Brooks Suite 273,East Stevenmouth,GU,US,51151,Male,1961-06-07,187-50-9986,112.795973,23.542698
331,C_331,I,A,USD,true,1,0,1000000,68099.56,,bank,Madison,Kelly,481 Roberson Street Apt. 508,Phillipsfurt,CO,US,58386,Female,1972-02-17,518-65-4002,-165.500282,7.341594
332,C_332,I,A,USD,false,1,0,1000000,51191.17,,bank,Sean,Simpson,4664 Martinez Garden,New Tyler,AK,US,72972,Male,1975-04-21,057-79-9029,73.236703,-78.089322
333,C_333,I,A,USD,false,1,0,1000000,96167.09,,bank,Daniel,Mccann,391 Edward Port,Kristenberg,SD,US,86364,Male,2015-09-07,859-74-7525,-22.406772,-14.7054965
334,C_334,I,A,USD,false,1,0,1000000,51686.87,,bank,Kimberly,Robinson,86330 Mindy Radial Suite 343,New Carrieland,SC,US,35786,Female,1955-10-29,388-54-7214,118.068885,10.5770985
335,C_335,I,A,USD,false,1,0,1000000,53651.68,,bank,Michael,Peters,8459 Smith Villages Apt. 516,Nicolefort,GU,US,63390,Male,1928-06-28,162-03-6470,137.132364,-24.218532
336,C_336,I,A,USD,false,1,0,1000000,77660.96,,bank,Roy,Hopkins,44794 Kevin Path,Port Jeremy,NY,US,44354,Male,1934-07-19,495-15-8157,-44.276745,-35.6162215
337,C_337,I,A,USD,false,1,0,1000000,88057.71,,bank,Alyssa,Smith,50278 Gregory Parkways Apt. 223,Molinaton,UT,US,70988,Female,1981-06-17,333-85-1073,14.289797,-77.846837
338,C_338,I,A,USD,false,1,0,1000000,58570.94,,bank,Tricia,Bolton,344 Jeffrey Oval,Port John,VI,US,45560,Female,1914-07-22,064-83-7408,-9.895109,54.209812
339,C_339,I,A,USD,false,1,0,1000000,57982.26,,bank,Tracy,Potter,028 John Springs,North Jeffrey,DC,US,16937,Female,1930-03-14,464-31-7747,-128.637384,88.9172755
340,C_340,I,A,USD,false,1,0,1000000,56262.11,,bank,Eileen,Zuniga,869 Wolf Garden Apt. 146,Myersburgh,OR,US,93358,Female,1942-11-22,006-28-3683,-56.061343,35.3744595
341,C_341,I,A,USD,false,1,0,1000000,85678.24,,bank,Kayla,Finley,1705 Hopkins Causeway Suite 943,New Maureen,IN,US,33575,Female,2016-01-09,109-53-6179,103.737791,-73.013960
342,C_342,I,A,USD,false,1,0,1000000,93476.55,,bank,Jennifer,Swanson,6776 Thornton Mall Suite 128,Cochrantown,CT,US,24537,Female,2001-05-23,539-92-4920,-161.045240,-3.148287
343,C_343,I,A,USD,false,1,0,1000000,69370.62,,bank,Robert,Steele,03531 Meghan Forge,West Andrea,RI,US,55405,Male,1974-05-23,897-89-2479,48.526753,71.4874725
344,C_344,I,A,USD,false,1,0,1000000,60341.72,,bank,Sarah,Harris,750 Joseph Pine,Lake Philip,ME,US,74406,Female,1957-04-11,495-76-5940,113.285802,25.641255
345,C_345,I,A,USD,false,1,0,1000000,89249.98,,bank,Meghan,Nguyen,4791 Adam Grove Suite 863,South Ashleyhaven,NJ,US,03338,Female,2018-11-11,253-47-8779,-2.451393,85.0038515
346,C_346,I,A,USD,false,1,0,1000000,88999.74,,bank,Sharon,Davis,037 Crawford Harbor,Candiceland,VI,US,02827,Female,2020-09-09,109-31-8710,129.678310,-3.079166
347,C_347,I,A,USD,false,1,0,1000000,75312.22,,bank,Randy,Lee,1501 Monica Crossing Apt. 676,West Tyler,PW,US,70262,Male,1952-03-01,700-76-3919,-88.870381,13.3401595
348,C_348,I,A,USD,true,1,0,1000000,84729.48,,bank,Sarah,Sanchez,1685 Jennifer Greens Suite 396,Christopherfort,CA,US,97618,Female,2021-09-10,668-38-1850,123.814133,-22.3220565
349,C_349,I,A,USD,true,1,0,1000000,97678.49,,bank,Christopher,Paul,96385 Edwin Mount Apt. 861,New Megan,AL,US,28039,Male,2007-09-05,161-77-0069,-19.166493,27.001944
350,C_350,I,A,USD,false,1,0,1000000,77809.98,,bank,Daniel,Willis,81723 Conner Spurs,Smithville,NE,US,34863,Male,1932-10-31,091-13-1961,36.849799,-34.2431275
351,C_351,I,A,USD,false,1,0,1000000,71098.57,,bank,Michelle,Adams,0212 Sean Land,New Valerie,NC,US,91300,Female,1918-04-28,876-84-6825,-7.815584,-11.951203
352,C_352,I,A,USD,false,1,0,1000000,63980.85,,bank,Donna,Williams,813 Samantha Lodge Apt. 913,West Sharon,NH,US,57576,Female,1992-08-16,064-51-6418,-29.458535,-83.011309
353,C_353,I,A,USD,false,1,0,1000000,52847.46,,bank,Laura,Donaldson,19040 Sydney Plaza,South Cody,MD,US,12416,Female,1935-03-04,254-31-0002,-141.135636,-64.5648275
354,C_354,I,A,USD,false,1,0,1000000,76155.90,,bank,Timothy,Morrow,375 Padilla Keys,South Paulshire,ME,US,55054,Male,1908-03-28,223-27-6592,33.333491,-55.018366
355,C_355,I,A,USD,false,1,0,1000000,73286.18,,bank,Emily,White,8806 Lopez Brook Suite 521,Lake Logan,ID,US,89012,Female,2011-07-08,602-32-6149,-121.508473,13.5127475
356,C_356,I,A,USD,false,1,0,1000000,76728.60,,bank,Troy,Bailey,402 Cox Pass,Tinachester,NH,US,58419,Male,1940-11-29,375-87-5930,-72.637312,-79.538685
357,C_357,I,A,USD,false,1,0,1000000,81687.23,,bank,Charles,Matthews,4901 Taylor Harbor,Meganside,UT,US,78425,Male,1916-02-29,545-32-9760,-149.961608,-55.1257725
358,C_358,I,A,USD,false,1,0,1000000,76264.85,,bank,Elizabeth,Bailey,112 Marie Keys Apt. 487,Johnside,NV,US,00943,Female,1959-05-02,506-42-4185,-173.144248,69.7787155
359,C_359,I,A,USD,false,1,0,1000000,95985.07,,bank,Desiree,Johnson,44235 Ann Way Apt. 759,Port Jesusport,NC,US,05718,Female,1917-12-26,315-34-5210,48.797273,22.494114
360,C_360,I,A,USD,false,1,0,1000000,72197.77,,bank,Whitney,Garcia,675 Duncan Cove,Bensonchester,VI,US,15250,Female,1967-11-15,272-22-6401,143.766823,-54.685637
361,C_361,I,A,USD,false,1,0,1000000,84978.62,,bank,Glenn,Carter,28133 Evans Hill,Vasquezhaven,MS,US,05928,Male,2003-02-25,569-64-9618,-169.346307,-14.2865405
362,C_362,I,A,USD,false,1,0,1000000,61069.01,,bank,Cynthia,Carter,41966 Sergio Bridge,Laceyburgh,NY,US,65657,Female,1933-06-21,798-20-2428,170.614901,43.475611
363,C_363,I,A,USD,false,1,0,1000000,50580.99,,bank,Maria,Brown,54024 Crystal Pass,South Sarah,WI,US,59150,Female,1957-05-21,109-55-4545,124.831130,65.2977695
364,C_364,I,A,USD,false,1,0,1000000,85411.03,,bank,Chad,Gutierrez,3121 Ryan Junctions Suite 125,Amandaville,MD,US,71860,Male,1932-07-28,712-19-0695,1.581191,-7.989867
365,C_365,I,A,USD,false,1,0,1000000,50412.81,,bank,Carlos,Potter,7084 Cindy Route,East Jacksonshire,TX,US,03704,Male,1967-06-25,521-59-5229,100.532617,89.9760485
366,C_366,I,A,USD,false,1,0,1000000,93543.22,,bank,William,Blackburn,1416 Kimberly Rue Apt. 151,Nealchester,LA,US,45505,Male,1913-01-13,323-65-2186,-15.820479,-11.0311315
367,C_367,I,A,USD,false,1,0,1000000,70594.66,,bank,Scott,Thompson,02845 Morrison Lodge,East Martin,WY,US,83823,Male,2009-12-14,278-19-4478,-60.075878,47.767885
368,C_368,I,A,USD,false,1,0,1000000,83055.56,,bank,Carolyn,Coleman,167 Russell Loop Apt. 034,East Brandiberg,AR,US,49979,Female,2005-12-16,638-68-0660,-84.082929,-85.3693545
369,C_369,I,A,USD,false,1,0,1000000,93680.80,,bank,Karen,Khan,805 Samantha Islands,New Amber,AL,US,63978,Female,1985-05-14,731-81-9280,55.168336,61.402807
370,C_370,I,A,USD,false,1,0,1000000,73184.16,,bank,Christine,Morris,188 Brittney Village,North Ronaldchester,VI,US,63420,Female,1966-09-28,700-76-3395,85.440045,67.0577375
371,C_371,I,A,USD,false,1,0,1000000,91724.79,,bank,Michael,Caldwell,9624 Heather Burgs,South Andrea,CA,US,49610,Male,1961-05-25,468-51-1657,25.939124,-9.2673355
372,C_372,I,A,USD,false,1,0,1000000,78402.52,,bank,Kimberly,Joseph,69253 Michael Loop,East Charlesburgh,SC,US,97467,Female,2012-11-05,101-62-8548,14.872620,35.897732
373,C_373,I,A,USD,false,1,0,1000000,57878.66,,bank,Zachary,Anderson,273 Anderson Hills,Port Stevenborough,AZ,US,64121,Male,1985-05-15,111-29-6695,84.846705,-9.559428
374,C_374,I,A,USD,false,1,0,1000000,81579.85,,bank,Rhonda,Cantu,76632 Zhang Club,West Haleybury,CT,US,11634,Female,1937-02-11,517-53-0880,-28.544517,-87.9454225
375,C_375,I,A,USD,false,1,0,1000000,72431.55,,bank,Cheryl,Schwartz,691 Rose Plaza,Port Jenniferland,GU,US,15553,Female,2005-02-24,625-75-9466,-159.205622,18.373211
376,C_376,I,A,USD,false,1,0,1000000,88175.21,,bank,Victoria,Kaiser,078 Watson Station Apt. 404,Johnport,AS,US,73776,Female,1933-02-24,656-30-7331,43.248264,-58.583822
377,C_377,I,A,USD,false,1,0,1000000,68318.44,,bank,James,Russo,31429 Roger Wall Suite 884,Sandersview,AK,US,44601,Male,2004-10-25,078-96-9695,-128.024636,36.9388745
378,C_378,I,A,USD,false,1,0,1000000,96069.59,,bank,Mark,Williams,1646 Kyle Passage Suite 908,Abigailfort,LA,US,57437,Male,2003-03-09,707-27-4744,133.255596,-15.865574
379,C_379,I,A,USD,false,1,0,1000000,87459.68,,bank,Matthew,Wheeler,22655 Chris Run Suite 560,Isabelshire,IL,US,46404,Male,1927-02-20,472-14-9074,60.313879,-54.4644765
380,C_380,I,A,USD,false,1,0,1000000,67431.20,,bank,Craig,Dennis,7847 Roberto Burg Suite 629,Mariemouth,MI,US,14990,Male,1963-06-26,041-81-8059,1.850973,-17.7458895
381,C_381,I,A,USD,false,1,0,1000000,94504.72,,bank,Jared,Ward,00546 Paul Ports Apt. 914,Port Randyport,VT,US,49620,Male,1989-04-09,598-92-2028,120.920338,24.1782665
382,C_382,I,A,USD,false,1,0,1000000,84630.82,,bank,Noah,Castillo,92733 Seth Expressway Apt. 925,Lake Kevinburgh,NM,US,70903,Male,1918-05-09,586-75-5344,-164.135588,-79.486541
383,C_383,I,A,USD,false,1,0,1000000,68998.58,,bank,Nicholas,Smith,67695 Guzman Port,East Cynthiaborough,NJ,US,87157,Male,1992-11-29,532-64-0085,91.054687,-82.586490
384,C_384,I,A,USD,false,1,0,1000000,80738.59,,bank,Austin,Camacho,57781 Moore Plaza,Lopezstad,IA,US,21876,Male,2017-11-05,885-04-7648,26.536495,77.1419345
385,C_385,I,A,USD,false,1,0,1000000,99882.13,,bank,Jessica,Cooper,9119 Melissa Mill,Lake Ashley,PA,US,06240,Female,1957-10-27,426-64-1678,-147.807189,-38.221838
386,C_386,I,A,USD,false,1,0,1000000,58097.50,,bank,Ashley,Hunter,0768 Caitlyn Brook,Lake Stacey,MN,US,53331,Female,1938-07-27,728-32-9782,-166.613641,-59.159219
387,C_387,I,A,USD,false,1,0,1000000,70480.14,,bank,Carlos,Stanley,95351 Anderson Fork,Lake Alicefort,MH,US,76455,Male,1987-04-18,336-62-2510,92.487600,-41.9693595
388,C_388,I,A,USD,false,1,0,1000000,58938.16,,bank,Maria,Allen,074 Erin Fields Apt. 747,North Mitchellbury,NE,US,80334,Female,1933-08-09,672-50-1575,-85.238096,-21.5076395
389,C_389,I,A,USD,false,1,0,1000000,60640.15,,bank,Gregory,Ruiz,82976 Perry Fort Apt. 165,Samanthachester,NV,US,54459,Male,1941-02-12,034-15-4618,-7.954046,50.5442955
390,C_390,I,A,USD,false,1,0,1000000,57850.11,,bank,Jason,Brown,5719 Maureen Ridge Apt. 630,Jerryville,MO,US,51152,Male,2001-11-26,016-29-4721,117.819069,-83.753724
391,C_391,I,A,USD,false,1,0,1000000,79113.23,,bank,Tiffany,Wong,33341 Michelle Forges Suite 107,Port Michael,NE,US,56230,Female,2012-07-24,476-18-9968,-175.951349,-37.310251
392,C_392,I,A,USD,false,1,0,1000000,54879.56,,bank,David,Horton,3160 Lisa Isle,Erinberg,KS,US,04227,Male,1996-08-29,093-38-0586,-57.278007,-43.3510335
393,C_393,I,A,USD,false,1,0,1000000,91343.91,,bank,Dennis,Miles,517 Ebony Row Suite 901,South Heather,MP,US,99734,Male,1949-08-07,175-11-1628,64.428401,79.9114945
394,C_394,I,A,USD,true,1,0,1000000,90738.68,,bank,Lori,Smith,262 Holly Loaf,East Frank,OH,US,75086,Female,2002-11-27,830-50-0432,39.114849,-17.999719
395,C_395,I,A,USD,false,1,0,1000000,93618.63,,bank,Luke,Johnson,888 Jamie Street Apt. 503,Camposland,HI,US,10544,Male,1911-01-11,592-66-6466,40.750893,-63.749044
396,C_396,I,A,USD,false,1,0,1000000,56187.91,,bank,John,Nelson,720 Jacob Dam,Bethbury,AR,US,52128,Male,1943-09-29,868-96-6785,-142.380111,78.7107095
397,C_397,I,A,USD,true,1,0,1000000,82124.70,,bank,Joshua,Young,9112 Clarke Mills Apt. 373,East Joseph,IN,US,72165,Male,1985-04-14,491-80-2272,175.520241,40.623172
398,C_398,I,A,USD,false,1,0,1000000,74699.24,,bank,Katrina,Weaver,76270 Scott Forges Apt. 983,Smithbury,ME,US,28840,Female,1976-10-31,720-92-6295,163.844951,4.6599835
399,C_399,I,A,USD,false,1,0,1000000,81962.53,,bank,Amy,Caldwell,73138 Anderson Shores,New Jessicaside,AK,US,98020,Female,1912-09-27,288-18-9632,-143.880348,47.019563
400,C_400,I,A,USD,false,1,0,1000000,75504.21,,bank,Gary,Patterson,799 Jones Mountains Suite 301,Blackborough,MD,US,75479,Male,1969-05-05,350-35-6515,79.762214,-68.732467
401,C_401,I,A,USD,false,1,0,1000000,95253.00,,bank,Stacey,Sanchez,332 Debra Roads Suite 574,Karenmouth,CT,US,46584,Female,1909-08-14,651-18-3567,-141.570389,4.244026
402,C_402,I,A,USD,true,1,0,1000000,85213.89,,bank,Sarah,Hernandez,69549 Bruce Falls,Craigtown,CO,US,92927,Female,1920-02-16,046-61-0352,-58.136692,44.249818
403,C_403,I,A,USD,false,1,0,1000000,71394.77,,bank,Valerie,Nunez,556 Nguyen Ramp Apt. 144,North James,NV,US,45072,Female,1925-12-17,165-16-8334,128.578636,45.6009485
404,C_404,I,A,USD,false,1,0,1000000,57450.31,,bank,Tracy,Anderson,6607 James Fall,Port Angela,ID,US,81227,Female,1977-06-30,825-97-4697,20.933666,74.711226
405,C_405,I,A,USD,false,1,0,1000000,59174.63,,bank,Keith,Mcclain,645 Ricky Heights Suite 632,Lake Johnfurt,MT,US,34361,Male,1971-11-24,757-25-4378,-13.979224,-34.1158675
406,C_406,I,A,USD,false,1,0,1000000,62218.94,,bank,Jaime,Ellis,5102 Trujillo Shores Apt. 346,Johnsonchester,DC,US,96488,Male,1946-01-01,197-43-7592,33.890647,42.994494
407,C_407,I,A,USD,false,1,0,1000000,72312.71,,bank,Nicholas,Simpson,75949 Ashley Rapids Apt. 354,East Thomaschester,GA,US,69026,Male,1926-05-23,078-82-8508,131.939544,-21.8563975
408,C_408,I,A,USD,false,1,0,1000000,79576.44,,bank,Tracy,Johnson,4168 Walter Row Suite 342,East Jacob,AS,US,37789,Female,1920-11-29,806-53-4646,149.506382,74.7715955
409,C_409,I,A,USD,false,1,0,1000000,98906.23,,bank,Bradley,Campbell,61820 Gilbert Ferry,Hendersonfurt,VA,US,64310,Male,2022-12-13,119-58-7202,-27.223020,33.4564005
410,C_410,I,A,USD,false,1,0,1000000,56254.58,,bank,Lori,Oconnor,342 Serrano Branch Suite 123,South Thomasstad,NY,US,66613,Female,1999-11-03,471-41-4548,-60.732038,-78.5735095
411,C_411,I,A,USD,false,1,0,1000000,79476.70,,bank,Garrett,Perry,27529 Gibson Union Apt. 272,Port Roymouth,FM,US,71832,Male,1976-10-24,289-99-9334,176.378308,-16.300870
412,C_412,I,A,USD,false,1,0,1000000,64563.24,,bank,Christopher,Williams,242 West Rapid,Evansfort,PA,US,17789,Male,1941-02-07,421-05-3236,23.440449,-37.4374935
413,C_413,I,A,USD,false,1,0,1000000,66150.92,,bank,Thomas,Reynolds,8898 Christina Lodge,Lake Rebecca,OK,US,16117,Male,1939-09-07,818-40-9269,-174.136480,-63.700531
414,C_414,I,A,USD,false,1,0,1000000,81651.36,,bank,Sean,Day,55303 Thomas Cove,West David,DE,US,04395,Male,1988-10-08,081-36-4478,54.107343,63.2619165
415,C_415,I,A,USD,false,1,0,1000000,72987.92,,bank,Cheryl,Lewis,51983 Angela Ferry Apt. 942,West Susan,KS,US,08299,Female,1930-11-09,391-90-4299,-20.422687,59.422878
416,C_416,I,A,USD,false,1,0,1000000,61793.79,,bank,Justin,Anderson,36097 Ronald Squares,West Robertbury,PA,US,13049,Male,1981-09-24,442-59-4450,120.574983,-73.657451
417,C_417,I,A,USD,false,1,0,1000000,87718.62,,bank,Cynthia,Parker,9535 Stephens Mountains Apt. 759,Sandersberg,ID,US,29378,Female,1909-02-20,062-55-9040,70.639236,-62.346035
418,C_418,I,A,USD,false,1,0,1000000,85891.45,,bank,Patricia,Jones,493 Melanie Corners,Shelleyside,VI,US,02802,Female,1915-04-26,142-40-6518,-126.031609,26.136827
419,C_419,I,A,USD,false,1,0,1000000,59835.63,,bank,Kevin,Archer,84992 Young Village,Shawntown,PA,US,08384,Male,1920-02-24,888-65-6140,88.413902,14.8237675
420,C_420,I,A,USD,false,1,0,1000000,99294.81,,bank,Tanya,Zavala,3907 Dorothy Grove Suite 849,South Willie,NH,US,09662,Female,1915-05-22,689-48-7740,-22.729217,-31.191187
421,C_421,I,A,USD,false,1,0,1000000,77148.23,,bank,Mark,Aguilar,982 Tara Keys,Andrewfort,LA,US,10284,Male,2016-12-08,429-83-2447,84.772165,-81.9130245
422,C_422,I,A,USD,false,1,0,1000000,52455.19,,bank,Lori,Smith,98160 Gavin Orchard,Kellyside,ME,US,15922,Female,1934-01-27,623-45-0915,-83.468881,50.7967585
423,C_423,I,A,USD,false,1,0,1000000,88102.61,,bank,Jeffrey,Cook,185 Hendricks Station Suite 549,Scottside,MI,US,88802,Male,1997-04-01,427-13-3223,-109.819344,82.157184
424,C_424,I,A,USD,true,1,0,1000000,74390.44,,bank,Barry,Hunt,8582 Stephanie Station Suite 517,South Kelsey,NM,US,25747,Male,2018-05-22,073-35-6419,-68.031346,45.1402475
